536870912,1,24
1073741824,1,0
536870912,2,67
1073741824,2,0
536870912,4,100
1073741824,4,0
536870912,8,220
1073741824,8,0
536870912,16,778
1073741824,16,0
536870912,32,1741
1073741824,32,0
536870912,64,2138
1073741824,64,0
536870912,128,2331
1073741824,128,0
536870912,256,2378
1073741824,256,0
536870912,512,2500
1073741824,512,0
536870912,1024,1669
1073741824,1024,0
536870912,2048,1883
1073741824,2048,0
536870912,4096,1828
1073741824,4096,0
536870912,8192,1894
1073741824,8192,0
536870912,16384,1942
1073741824,16384,0
536870912,32768,1893
1073741824,32768,0
536870912,65536,1929
1073741824,65536,0
536870912,131072,1966
1073741824,131072,0
536870912,262144,2003
1073741824,262144,0
536870912,524288,1996
1073741824,524288,0
