16392,1,419
32784,1,449
65568,1,452
131136,1,458
262272,1,455
524544,1,457
1049088,1,464
2098176,1,465
4196352,1,463
8392704,1,455
16785408,1,459
33570816,1,432
67141632,1,417
134283264,1,343
268566528,1,227
537133056,1,0
1074266112,1,0
16392,2,461
32784,2,449
65568,2,451
131136,2,462
262272,2,452
524544,2,446
1049088,2,453
2098176,2,470
4196352,2,470
8392704,2,472
16785408,2,453
33570816,2,436
67141632,2,409
134283264,2,347
268566528,2,236
537133056,2,0
1074266112,2,0
16392,4,524
32784,4,461
65568,4,438
131136,4,444
262272,4,439
524544,4,449
1049088,4,450
2098176,4,455
4196352,4,463
8392704,4,462
16785408,4,450
33570816,4,431
67141632,4,400
134283264,4,339
268566528,4,226
537133056,4,0
1074266112,4,0
16392,8,430
32784,8,420
65568,8,401
131136,8,400
262272,8,410
524544,8,409
1049088,8,409
2098176,8,470
4196352,8,512
8392704,8,515
16785408,8,508
33570816,8,475
67141632,8,438
134283264,8,375
268566528,8,244
537133056,8,0
1074266112,8,0
16392,16,484
32784,16,407
65568,16,389
131136,16,393
262272,16,404
524544,16,397
1049088,16,418
2098176,16,490
4196352,16,647
8392704,16,657
16785408,16,668
33570816,16,624
67141632,16,576
134283264,16,484
268566528,16,322
537133056,16,0
1074266112,16,0
16392,32,411
32784,32,420
65568,32,388
131136,32,392
262272,32,393
524544,32,432
1049088,32,424
2098176,32,556
4196352,32,1066
8392704,32,1103
16785408,32,1122
33570816,32,1046
67141632,32,966
134283264,32,825
268566528,32,542
537133056,32,0
1074266112,32,0
16392,64,500
32784,64,417
65568,64,417
131136,64,377
262272,64,401
524544,64,415
1049088,64,451
2098176,64,561
4196352,64,1179
8392704,64,1387
16785408,64,1408
33570816,64,1236
67141632,64,1152
134283264,64,997
268566528,64,678
537133056,64,0
1074266112,64,0
16392,128,436
32784,128,414
65568,128,400
131136,128,396
262272,128,404
524544,128,443
1049088,128,439
2098176,128,622
4196352,128,1285
8392704,128,1691
16785408,128,1794
33570816,128,1544
67141632,128,1430
134283264,128,1230
268566528,128,812
537133056,128,0
1074266112,128,0
16392,256,390
32784,256,438
65568,256,389
131136,256,394
262272,256,399
524544,256,446
1049088,256,455
2098176,256,774
4196352,256,1506
8392704,256,2188
16785408,256,2131
33570816,256,1912
67141632,256,1754
134283264,256,1495
268566528,256,1012
537133056,256,0
1074266112,256,0
16392,512,391
32784,512,398
65568,512,404
131136,512,383
262272,512,423
524544,512,441
1049088,512,464
2098176,512,1033
4196352,512,1561
8392704,512,2100
16785408,512,2149
33570816,512,2869
67141632,512,1822
134283264,512,1565
268566528,512,1053
537133056,512,0
1074266112,512,0
16392,1024,449
32784,1024,404
65568,1024,421
131136,1024,397
262272,1024,429
524544,1024,486
1049088,1024,457
2098176,1024,529
4196352,1024,1702
8392704,1024,2493
16785408,1024,2568
33570816,1024,2364
67141632,1024,2217
134283264,1024,1883
268566528,1024,1254
537133056,1024,0
1074266112,1024,0
16392,2048,512
32784,2048,416
65568,2048,403
131136,2048,419
262272,2048,445
524544,2048,436
1049088,2048,458
2098176,2048,458
4196352,2048,956
8392704,2048,1689
16785408,2048,2440
33570816,2048,2266
67141632,2048,2116
134283264,2048,1846
268566528,2048,1206
537133056,2048,0
1074266112,2048,0
16392,4096,692
32784,4096,502
65568,4096,410
131136,4096,407
262272,4096,431
524544,4096,465
1049088,4096,452
2098176,4096,454
4196352,4096,441
8392704,4096,890
16785408,4096,1687
33570816,4096,2217
67141632,4096,2174
134283264,4096,1890
268566528,4096,1279
537133056,4096,0
1074266112,4096,0
16392,8192,788
32784,8192,675
65568,8192,490
131136,8192,423
262272,8192,426
524544,8192,449
1049088,8192,472
2098176,8192,466
4196352,8192,459
8392704,8192,457
16785408,8192,1204
33570816,8192,1777
67141632,8192,2172
134283264,8192,1948
268566528,8192,1344
537133056,8192,0
1074266112,8192,0
16392,16384,1574
32784,16384,785
65568,16384,664
131136,16384,497
262272,16384,432
524544,16384,448
1049088,16384,451
2098176,16384,460
4196352,16384,441
8392704,16384,461
16785408,16384,714
33570816,16384,1455
67141632,16384,1647
134283264,16384,2063
268566528,16384,1399
537133056,16384,0
1074266112,16384,0
16392,32768,3118
32784,32768,1560
65568,32768,790
131136,32768,680
262272,32768,496
524544,32768,433
1049088,32768,451
2098176,32768,450
4196352,32768,463
8392704,32768,459
16785408,32768,456
33570816,32768,674
67141632,32768,1268
134283264,32768,1473
268566528,32768,1615
537133056,32768,0
1074266112,32768,0
16392,65536,6279
32784,65536,3288
65568,65536,1676
131136,65536,783
262272,65536,676
524544,65536,503
1049088,65536,430
2098176,65536,459
4196352,65536,445
8392704,65536,456
16785408,65536,440
33570816,65536,456
67141632,65536,419
134283264,65536,714
268566528,65536,1036
537133056,65536,0
1074266112,65536,0
16392,131072,12606
32784,131072,6339
65568,131072,3143
131136,131072,1570
262272,131072,786
524544,131072,678
1049088,131072,508
2098176,131072,437
4196352,131072,455
8392704,131072,448
16785408,131072,434
33570816,131072,433
67141632,131072,409
134283264,131072,354
268566528,131072,365
537133056,131072,0
1074266112,131072,0
16392,262144,25108
32784,262144,12626
65568,262144,6246
131136,262144,3166
262272,262144,1562
524544,262144,797
1049088,262144,667
2098176,262144,497
4196352,262144,423
8392704,262144,443
16785408,262144,438
33570816,262144,460
67141632,262144,401
134283264,262144,364
268566528,262144,235
537133056,262144,0
1074266112,262144,0
16392,524288,50282
32784,524288,25084
65568,524288,12589
131136,524288,6280
262272,524288,3156
524544,524288,1583
1049088,524288,792
2098176,524288,676
4196352,524288,489
8392704,524288,430
16785408,524288,429
33570816,524288,423
67141632,524288,406
134283264,524288,341
268566528,524288,235
537133056,524288,0
1074266112,524288,0
